Date,Date_Number,Time,Time_Fraction,HT R Phase Current
03-07-2019,43649.00,20:20:00,0.847222222,0.08
03-07-2019,43649.00,20:25:00,0.850694444,0.08
03-07-2019,43649.00,20:30:00,0.854166667,0.08
03-07-2019,43649.00,20:35:00,0.857638889,0.08
03-07-2019,43649.00,20:40:00,0.861111111,0.08
03-07-2019,43649.00,20:45:00,0.864583333,0.08
03-07-2019,43649.00,20:50:00,0.868055556,0.08
03-07-2019,43649.00,20:55:00,0.871527778,0.08
03-07-2019,43649.00,21:00:00,0.875,0.08
03-07-2019,43649.00,21:05:00,0.878472222,0.08
03-07-2019,43649.00,21:10:00,0.881944444,0.08
03-07-2019,43649.00,21:15:00,0.885416667,0.08
03-07-2019,43649.00,21:20:00,0.888888889,0.08
03-07-2019,43649.00,21:25:00,0.892361111,0.08
03-07-2019,43649.00,21:30:00,0.895833333,0.08
03-07-2019,43649.00,21:35:00,0.899305556,0.08
03-07-2019,43649.00,21:40:00,0.902777778,0.08
03-07-2019,43649.00,21:45:00,0.90625,0.08
03-07-2019,43649.00,21:50:00,0.909722222,0.08
03-07-2019,43649.00,21:55:00,0.913194444,0.08
03-07-2019,43649.00,22:00:00,0.916666667,0.08
03-07-2019,43649.00,22:05:00,0.920138889,0.08
03-07-2019,43649.00,22:10:00,0.923611111,0.08
03-07-2019,43649.00,22:15:00,0.927083333,0.08
03-07-2019,43649.00,22:20:00,0.930555556,0.08
03-07-2019,43649.00,22:25:00,0.934027778,0.08
03-07-2019,43649.00,22:30:00,0.9375,0.08
03-07-2019,43649.00,22:35:00,0.940972222,0.08
03-07-2019,43649.00,22:40:00,0.944444444,0.08
03-07-2019,43649.00,22:45:00,0.947916667,0.08
03-07-2019,43649.00,22:50:00,0.951388889,0.08
03-07-2019,43649.00,22:55:00,0.954861111,0.08
03-07-2019,43649.00,23:00:00,0.958333333,0.08
03-07-2019,43649.00,23:05:00,0.961805556,0.08
03-07-2019,43649.00,23:10:00,0.965277778,0.08
03-07-2019,43649.00,23:15:00,0.96875,0.08
03-07-2019,43649.00,23:20:00,0.972222222,0.08
03-07-2019,43649.00,23:25:00,0.975694444,0.08
03-07-2019,43649.00,23:30:00,0.979166667,0.08
03-07-2019,43649.00,23:35:00,0.982638889,0.08
03-07-2019,43649.00,23:40:00,0.986111111,0.08
03-07-2019,43649.00,23:45:00,0.989583333,0.08
03-07-2019,43649.00,23:50:00,0.993055556,0.08
03-07-2019,43649.00,23:55:00,0.996527778,0.08
04-07-2019,43650.00,19:30:00,0.8125,0.12
04-07-2019,43650.00,19:35:00,0.815972222,0.12
04-07-2019,43650.00,19:40:00,0.819444444,0.12
04-07-2019,43650.00,19:45:00,0.822916667,0.12
04-07-2019,43650.00,19:50:00,0.826388889,0.12
04-07-2019,43650.00,19:55:00,0.829861111,0.12
04-07-2019,43650.00,20:00:00,0.833333333,0.12
04-07-2019,43650.00,20:05:00,0.836805556,0.12
04-07-2019,43650.00,20:10:00,0.840277778,0.12
04-07-2019,43650.00,20:15:00,0.84375,0.12
04-07-2019,43650.00,20:20:00,0.847222222,0.12
04-07-2019,43650.00,20:25:00,0.850694444,0.12
04-07-2019,43650.00,20:30:00,0.854166667,0.12
04-07-2019,43650.00,20:35:00,0.857638889,0.12
04-07-2019,43650.00,20:40:00,0.861111111,0.12
04-07-2019,43650.00,20:45:00,0.864583333,0.12
04-07-2019,43650.00,20:50:00,0.868055556,0.12
04-07-2019,43650.00,20:55:00,0.871527778,0.12
04-07-2019,43650.00,21:00:00,0.875,0.12
04-07-2019,43650.00,21:05:00,0.878472222,0.12
04-07-2019,43650.00,21:10:00,0.881944444,0.12
04-07-2019,43650.00,21:15:00,0.885416667,0.12
04-07-2019,43650.00,21:20:00,0.888888889,0.12
04-07-2019,43650.00,21:25:00,0.892361111,0.12
04-07-2019,43650.00,21:30:00,0.895833333,0.12
04-07-2019,43650.00,21:35:00,0.899305556,0.12
04-07-2019,43650.00,21:40:00,0.902777778,0.12
04-07-2019,43650.00,21:45:00,0.90625,0.12
04-07-2019,43650.00,21:50:00,0.909722222,0.12
04-07-2019,43650.00,21:55:00,0.913194444,0.12
04-07-2019,43650.00,22:00:00,0.916666667,0.12
04-07-2019,43650.00,22:05:00,0.920138889,0.12
04-07-2019,43650.00,22:10:00,0.923611111,0.12
04-07-2019,43650.00,22:15:00,0.927083333,0.12
04-07-2019,43650.00,22:20:00,0.930555556,0.12
04-07-2019,43650.00,22:25:00,0.934027778,0.12
04-07-2019,43650.00,22:30:00,0.9375,0.12
04-07-2019,43650.00,22:35:00,0.940972222,0.12
04-07-2019,43650.00,22:40:00,0.944444444,0.12
04-07-2019,43650.00,22:45:00,0.947916667,0.12
04-07-2019,43650.00,22:50:00,0.951388889,0.12
04-07-2019,43650.00,22:55:00,0.954861111,0.12
04-07-2019,43650.00,23:00:00,0.958333333,0.12
04-07-2019,43650.00,23:05:00,0.961805556,0.12
04-07-2019,43650.00,23:10:00,0.965277778,0.12
04-07-2019,43650.00,23:15:00,0.96875,0.12
04-07-2019,43650.00,23:20:00,0.972222222,0.12
04-07-2019,43650.00,23:25:00,0.975694444,0.12
04-07-2019,43650.00,23:30:00,0.979166667,0.12
04-07-2019,43650.00,23:35:00,0.982638889,0.12
04-07-2019,43650.00,23:40:00,0.986111111,0.12
04-07-2019,43650.00,23:45:00,0.989583333,0.12
04-07-2019,43650.00,23:50:00,0.993055556,0.12
04-07-2019,43650.00,23:55:00,0.996527778,0.12
05-07-2019,43651.00,19:30:00,0.8125,0.1
05-07-2019,43651.00,19:35:00,0.815972222,0.1
05-07-2019,43651.00,19:40:00,0.819444444,0.1
05-07-2019,43651.00,19:45:00,0.822916667,0.1
05-07-2019,43651.00,19:50:00,0.826388889,0.1
05-07-2019,43651.00,19:55:00,0.829861111,0.1
05-07-2019,43651.00,20:00:00,0.833333333,0.1
05-07-2019,43651.00,20:05:00,0.836805556,0.1
05-07-2019,43651.00,20:10:00,0.840277778,0.1
05-07-2019,43651.00,20:15:00,0.84375,0.1
05-07-2019,43651.00,20:20:00,0.847222222,0.1
05-07-2019,43651.00,20:25:00,0.850694444,0.1
05-07-2019,43651.00,20:30:00,0.854166667,0.1
05-07-2019,43651.00,20:35:00,0.857638889,0.1
05-07-2019,43651.00,20:40:00,0.861111111,0.1
05-07-2019,43651.00,20:45:00,0.864583333,0.1
05-07-2019,43651.00,20:50:00,0.868055556,0.1
05-07-2019,43651.00,20:55:00,0.871527778,0.1
05-07-2019,43651.00,21:00:00,0.875,0.1
05-07-2019,43651.00,21:05:00,0.878472222,0.1
05-07-2019,43651.00,21:10:00,0.881944444,0.1
05-07-2019,43651.00,21:15:00,0.885416667,0.1
05-07-2019,43651.00,21:20:00,0.888888889,0.1
05-07-2019,43651.00,21:25:00,0.892361111,0.1
05-07-2019,43651.00,21:30:00,0.895833333,0.1
05-07-2019,43651.00,21:35:00,0.899305556,0.1
05-07-2019,43651.00,21:40:00,0.902777778,0.1
05-07-2019,43651.00,21:45:00,0.90625,0.1
05-07-2019,43651.00,21:50:00,0.909722222,0.1
05-07-2019,43651.00,21:55:00,0.913194444,0.1
05-07-2019,43651.00,22:00:00,0.916666667,0.1
05-07-2019,43651.00,22:05:00,0.920138889,0.1
05-07-2019,43651.00,22:10:00,0.923611111,0.1
05-07-2019,43651.00,22:15:00,0.927083333,0.1
05-07-2019,43651.00,22:20:00,0.930555556,0.1
05-07-2019,43651.00,22:25:00,0.934027778,0.1
05-07-2019,43651.00,22:30:00,0.9375,0.1
05-07-2019,43651.00,22:35:00,0.940972222,0.1
05-07-2019,43651.00,22:40:00,0.944444444,0.1
05-07-2019,43651.00,22:45:00,0.947916667,0.1
05-07-2019,43651.00,22:50:00,0.951388889,0.1
05-07-2019,43651.00,22:55:00,0.954861111,0.1
05-07-2019,43651.00,23:00:00,0.958333333,0.1
05-07-2019,43651.00,23:05:00,0.961805556,0.1
05-07-2019,43651.00,23:10:00,0.965277778,0.1
05-07-2019,43651.00,23:15:00,0.96875,0.1
05-07-2019,43651.00,23:20:00,0.972222222,0.1
05-07-2019,43651.00,23:25:00,0.975694444,0.1
05-07-2019,43651.00,23:30:00,0.979166667,0.1
05-07-2019,43651.00,23:35:00,0.982638889,0.1
05-07-2019,43651.00,23:40:00,0.986111111,0.1
05-07-2019,43651.00,23:45:00,0.989583333,0.1
05-07-2019,43651.00,23:50:00,0.993055556,0.1
05-07-2019,43651.00,23:55:00,0.996527778,0.1
06-07-2019,43652.00,19:30:00,0.8125,0.11
06-07-2019,43652.00,19:35:00,0.815972222,0.11
06-07-2019,43652.00,19:40:00,0.819444444,0.11
06-07-2019,43652.00,19:45:00,0.822916667,0.11
06-07-2019,43652.00,19:50:00,0.826388889,0.11
06-07-2019,43652.00,19:55:00,0.829861111,0.11
06-07-2019,43652.00,20:00:00,0.833333333,0.11
06-07-2019,43652.00,20:05:00,0.836805556,0.11
06-07-2019,43652.00,20:10:00,0.840277778,0.11
06-07-2019,43652.00,20:15:00,0.84375,0.11
06-07-2019,43652.00,20:20:00,0.847222222,0.11
06-07-2019,43652.00,20:25:00,0.850694444,0.11
06-07-2019,43652.00,20:30:00,0.854166667,0.11
06-07-2019,43652.00,20:35:00,0.857638889,0.11
06-07-2019,43652.00,20:40:00,0.861111111,0.11
06-07-2019,43652.00,20:45:00,0.864583333,0.11
06-07-2019,43652.00,20:50:00,0.868055556,0.11
06-07-2019,43652.00,20:55:00,0.871527778,0.11
06-07-2019,43652.00,21:00:00,0.875,0.11
06-07-2019,43652.00,21:05:00,0.878472222,0.11
06-07-2019,43652.00,21:10:00,0.881944444,0.11
06-07-2019,43652.00,21:15:00,0.885416667,0.11
06-07-2019,43652.00,21:20:00,0.888888889,0.11
06-07-2019,43652.00,21:25:00,0.892361111,0.11
06-07-2019,43652.00,21:30:00,0.895833333,0.11
06-07-2019,43652.00,21:35:00,0.899305556,0.11
06-07-2019,43652.00,21:40:00,0.902777778,0.11
06-07-2019,43652.00,21:45:00,0.90625,0.11
06-07-2019,43652.00,21:50:00,0.909722222,0.11
06-07-2019,43652.00,21:55:00,0.913194444,0.11
06-07-2019,43652.00,22:00:00,0.916666667,0.11
06-07-2019,43652.00,22:05:00,0.920138889,0.11
06-07-2019,43652.00,22:10:00,0.923611111,0.11
06-07-2019,43652.00,22:15:00,0.927083333,0.11
06-07-2019,43652.00,22:20:00,0.930555556,0.11
06-07-2019,43652.00,22:25:00,0.934027778,0.11
06-07-2019,43652.00,22:30:00,0.9375,0.11
06-07-2019,43652.00,22:35:00,0.940972222,0.11
06-07-2019,43652.00,22:40:00,0.944444444,0.11
06-07-2019,43652.00,22:45:00,0.947916667,0.11
06-07-2019,43652.00,22:50:00,0.951388889,0.11
06-07-2019,43652.00,22:55:00,0.954861111,0.11
06-07-2019,43652.00,23:00:00,0.958333333,0.11
06-07-2019,43652.00,23:05:00,0.961805556,0.11
06-07-2019,43652.00,23:10:00,0.965277778,0.11
06-07-2019,43652.00,23:15:00,0.96875,0.11
06-07-2019,43652.00,23:20:00,0.972222222,0.11
06-07-2019,43652.00,23:25:00,0.975694444,0.11
06-07-2019,43652.00,23:30:00,0.979166667,0.11
06-07-2019,43652.00,23:35:00,0.982638889,0.11
06-07-2019,43652.00,23:40:00,0.986111111,0.11
06-07-2019,43652.00,23:45:00,0.989583333,0.11
06-07-2019,43652.00,23:50:00,0.993055556,0.11
06-07-2019,43652.00,23:55:00,0.996527778,0.11
07-07-2019,43653.00,19:30:00,0.8125,0.1
07-07-2019,43653.00,19:35:00,0.815972222,0.1
07-07-2019,43653.00,19:40:00,0.819444444,0.1
07-07-2019,43653.00,19:45:00,0.822916667,0.1
07-07-2019,43653.00,19:50:00,0.826388889,0.1
07-07-2019,43653.00,19:55:00,0.829861111,0.1
07-07-2019,43653.00,20:00:00,0.833333333,0.1
07-07-2019,43653.00,20:05:00,0.836805556,0.1
07-07-2019,43653.00,20:10:00,0.840277778,0.1
07-07-2019,43653.00,20:15:00,0.84375,0.1
07-07-2019,43653.00,20:20:00,0.847222222,0.1
07-07-2019,43653.00,20:25:00,0.850694444,0.1
07-07-2019,43653.00,20:30:00,0.854166667,0.1
07-07-2019,43653.00,20:35:00,0.857638889,0.1
07-07-2019,43653.00,20:40:00,0.861111111,0.1
07-07-2019,43653.00,20:45:00,0.864583333,0.1
07-07-2019,43653.00,20:50:00,0.868055556,0.1
07-07-2019,43653.00,20:55:00,0.871527778,0.1
07-07-2019,43653.00,21:00:00,0.875,0.1
07-07-2019,43653.00,21:05:00,0.878472222,0.1
07-07-2019,43653.00,21:10:00,0.881944444,0.1
07-07-2019,43653.00,21:15:00,0.885416667,0.1
07-07-2019,43653.00,21:20:00,0.888888889,0.1
07-07-2019,43653.00,21:25:00,0.892361111,0.1
07-07-2019,43653.00,21:30:00,0.895833333,0.1
07-07-2019,43653.00,21:35:00,0.899305556,0.1
07-07-2019,43653.00,21:40:00,0.902777778,0.1
07-07-2019,43653.00,21:45:00,0.90625,0.1
07-07-2019,43653.00,21:50:00,0.909722222,0.1
07-07-2019,43653.00,21:55:00,0.913194444,0.1
07-07-2019,43653.00,22:00:00,0.916666667,0.1
07-07-2019,43653.00,22:05:00,0.920138889,0.1
07-07-2019,43653.00,22:10:00,0.923611111,0.1
07-07-2019,43653.00,22:15:00,0.927083333,0.1
07-07-2019,43653.00,22:20:00,0.930555556,0.1
07-07-2019,43653.00,22:25:00,0.934027778,0.1
07-07-2019,43653.00,22:30:00,0.9375,0.1
07-07-2019,43653.00,22:35:00,0.940972222,0.1
07-07-2019,43653.00,22:40:00,0.944444444,0.1
07-07-2019,43653.00,22:45:00,0.947916667,0.1
07-07-2019,43653.00,22:50:00,0.951388889,0.1
07-07-2019,43653.00,22:55:00,0.954861111,0.1
07-07-2019,43653.00,23:00:00,0.958333333,0.1
07-07-2019,43653.00,23:05:00,0.961805556,0.1
07-07-2019,43653.00,23:10:00,0.965277778,0.1
07-07-2019,43653.00,23:15:00,0.96875,0.1
07-07-2019,43653.00,23:20:00,0.972222222,0.1
07-07-2019,43653.00,23:25:00,0.975694444,0.1
07-07-2019,43653.00,23:30:00,0.979166667,0.1
07-07-2019,43653.00,23:35:00,0.982638889,0.1
07-07-2019,43653.00,23:40:00,0.986111111,0.1
07-07-2019,43653.00,23:45:00,0.989583333,0.1
07-07-2019,43653.00,23:50:00,0.993055556,0.1
07-07-2019,43653.00,23:55:00,0.996527778,0.1
08-07-2019,43654.00,19:30:00,0.8125,0.14
08-07-2019,43654.00,19:35:00,0.815972222,0.14
08-07-2019,43654.00,19:40:00,0.819444444,0.14
08-07-2019,43654.00,19:45:00,0.822916667,0.14
08-07-2019,43654.00,19:50:00,0.826388889,0.14
08-07-2019,43654.00,19:55:00,0.829861111,0.14
08-07-2019,43654.00,20:00:00,0.833333333,0.14
08-07-2019,43654.00,20:05:00,0.836805556,0.14
08-07-2019,43654.00,20:10:00,0.840277778,0.14
08-07-2019,43654.00,20:15:00,0.84375,0.14
08-07-2019,43654.00,20:20:00,0.847222222,0.14
08-07-2019,43654.00,20:25:00,0.850694444,0.14
08-07-2019,43654.00,20:30:00,0.854166667,0.14
08-07-2019,43654.00,20:35:00,0.857638889,0.14
08-07-2019,43654.00,20:40:00,0.861111111,0.14
08-07-2019,43654.00,20:45:00,0.864583333,0.14
08-07-2019,43654.00,20:50:00,0.868055556,0.14
08-07-2019,43654.00,20:55:00,0.871527778,0.14
08-07-2019,43654.00,21:00:00,0.875,0.14
08-07-2019,43654.00,21:05:00,0.878472222,0.14
08-07-2019,43654.00,21:10:00,0.881944444,0.14
08-07-2019,43654.00,21:15:00,0.885416667,0.14
08-07-2019,43654.00,21:20:00,0.888888889,0.14
08-07-2019,43654.00,21:25:00,0.892361111,0.14
08-07-2019,43654.00,21:30:00,0.895833333,0.14
08-07-2019,43654.00,21:35:00,0.899305556,0.14
08-07-2019,43654.00,21:40:00,0.902777778,0.14
08-07-2019,43654.00,21:45:00,0.90625,0.14
08-07-2019,43654.00,21:50:00,0.909722222,0.14
08-07-2019,43654.00,21:55:00,0.913194444,0.14
08-07-2019,43654.00,22:00:00,0.916666667,0.14
08-07-2019,43654.00,22:05:00,0.920138889,0.14
08-07-2019,43654.00,22:10:00,0.923611111,0.14
08-07-2019,43654.00,22:15:00,0.927083333,0.14
08-07-2019,43654.00,22:20:00,0.930555556,0.14
08-07-2019,43654.00,22:25:00,0.934027778,0.14
08-07-2019,43654.00,22:30:00,0.9375,0.14
08-07-2019,43654.00,22:35:00,0.940972222,0.14
08-07-2019,43654.00,22:40:00,0.944444444,0.14
08-07-2019,43654.00,22:45:00,0.947916667,0.14
08-07-2019,43654.00,22:50:00,0.951388889,0.14
08-07-2019,43654.00,22:55:00,0.954861111,0.14
08-07-2019,43654.00,23:00:00,0.958333333,0.14
08-07-2019,43654.00,23:05:00,0.961805556,0.14
08-07-2019,43654.00,23:10:00,0.965277778,0.14
08-07-2019,43654.00,23:15:00,0.96875,0.14
08-07-2019,43654.00,23:20:00,0.972222222,0.14
08-07-2019,43654.00,23:25:00,0.975694444,0.14
08-07-2019,43654.00,23:30:00,0.979166667,0.14
08-07-2019,43654.00,23:35:00,0.982638889,0.14
08-07-2019,43654.00,23:40:00,0.986111111,0.14
08-07-2019,43654.00,23:45:00,0.989583333,0.14
08-07-2019,43654.00,23:50:00,0.993055556,0.14
08-07-2019,43654.00,23:55:00,0.996527778,0.14
09-07-2019,43655.00,19:30:00,0.8125,0.1
09-07-2019,43655.00,19:35:00,0.815972222,0.1
09-07-2019,43655.00,19:40:00,0.819444444,0.1
09-07-2019,43655.00,19:45:00,0.822916667,0.1
09-07-2019,43655.00,19:50:00,0.826388889,0.1
09-07-2019,43655.00,19:55:00,0.829861111,0.1
09-07-2019,43655.00,20:00:00,0.833333333,0.1
09-07-2019,43655.00,20:05:00,0.836805556,0.1
09-07-2019,43655.00,20:10:00,0.840277778,0.1
09-07-2019,43655.00,20:15:00,0.84375,0.1
09-07-2019,43655.00,20:20:00,0.847222222,0.1
09-07-2019,43655.00,20:25:00,0.850694444,0.1
09-07-2019,43655.00,20:30:00,0.854166667,0.1
09-07-2019,43655.00,20:35:00,0.857638889,0.1
09-07-2019,43655.00,20:40:00,0.861111111,0.1
09-07-2019,43655.00,20:45:00,0.864583333,0.1
09-07-2019,43655.00,20:50:00,0.868055556,0.1
09-07-2019,43655.00,20:55:00,0.871527778,0.1
09-07-2019,43655.00,21:00:00,0.875,0.1
09-07-2019,43655.00,21:05:00,0.878472222,0.1
09-07-2019,43655.00,21:10:00,0.881944444,0.1
09-07-2019,43655.00,21:15:00,0.885416667,0.1
09-07-2019,43655.00,21:20:00,0.888888889,0.1
09-07-2019,43655.00,21:25:00,0.892361111,0.1
09-07-2019,43655.00,21:30:00,0.895833333,0.1
09-07-2019,43655.00,21:35:00,0.899305556,0.1
09-07-2019,43655.00,21:40:00,0.902777778,0.1
09-07-2019,43655.00,21:45:00,0.90625,0.1
09-07-2019,43655.00,21:50:00,0.909722222,0.1
09-07-2019,43655.00,21:55:00,0.913194444,0.1
09-07-2019,43655.00,22:00:00,0.916666667,0.1
09-07-2019,43655.00,22:05:00,0.920138889,0.1
09-07-2019,43655.00,22:10:00,0.923611111,0.1
09-07-2019,43655.00,22:15:00,0.927083333,0.1
09-07-2019,43655.00,22:20:00,0.930555556,0.1
09-07-2019,43655.00,22:25:00,0.934027778,0.1
09-07-2019,43655.00,22:30:00,0.9375,0.1
09-07-2019,43655.00,22:35:00,0.940972222,0.1
09-07-2019,43655.00,22:40:00,0.944444444,0.1
09-07-2019,43655.00,22:45:00,0.947916667,0.1
09-07-2019,43655.00,22:50:00,0.951388889,0.1
09-07-2019,43655.00,22:55:00,0.954861111,0.1
09-07-2019,43655.00,23:00:00,0.958333333,0.1
09-07-2019,43655.00,23:05:00,0.961805556,0.1
09-07-2019,43655.00,23:10:00,0.965277778,0.1
09-07-2019,43655.00,23:15:00,0.96875,0.1
09-07-2019,43655.00,23:20:00,0.972222222,0.1
09-07-2019,43655.00,23:25:00,0.975694444,0.1
09-07-2019,43655.00,23:30:00,0.979166667,0.1
09-07-2019,43655.00,23:35:00,0.982638889,0.1
09-07-2019,43655.00,23:40:00,0.986111111,0.1
09-07-2019,43655.00,23:45:00,0.989583333,0.1
09-07-2019,43655.00,23:50:00,0.993055556,0.1
09-07-2019,43655.00,23:55:00,0.996527778,0.1
10-07-2019,43656.00,19:30:00,0.8125,0.1
10-07-2019,43656.00,19:35:00,0.815972222,0.1
10-07-2019,43656.00,19:40:00,0.819444444,0.1
10-07-2019,43656.00,19:45:00,0.822916667,0.1
10-07-2019,43656.00,19:50:00,0.826388889,0.1
10-07-2019,43656.00,19:55:00,0.829861111,0.1
10-07-2019,43656.00,20:00:00,0.833333333,0.1
10-07-2019,43656.00,20:05:00,0.836805556,0.1
10-07-2019,43656.00,20:10:00,0.840277778,0.1
10-07-2019,43656.00,20:15:00,0.84375,0.1
10-07-2019,43656.00,20:20:00,0.847222222,0.1
10-07-2019,43656.00,20:25:00,0.850694444,0.1
10-07-2019,43656.00,20:30:00,0.854166667,0.1
10-07-2019,43656.00,20:35:00,0.857638889,0.1
10-07-2019,43656.00,20:40:00,0.861111111,0.1
10-07-2019,43656.00,20:45:00,0.864583333,0.1
10-07-2019,43656.00,20:50:00,0.868055556,0.1
10-07-2019,43656.00,20:55:00,0.871527778,0.1
10-07-2019,43656.00,21:00:00,0.875,0.1
10-07-2019,43656.00,21:05:00,0.878472222,0.1
10-07-2019,43656.00,21:10:00,0.881944444,0.1
10-07-2019,43656.00,21:15:00,0.885416667,0.1
10-07-2019,43656.00,21:20:00,0.888888889,0.1
10-07-2019,43656.00,21:25:00,0.892361111,0.1
10-07-2019,43656.00,21:30:00,0.895833333,0.1
10-07-2019,43656.00,21:35:00,0.899305556,0.1
10-07-2019,43656.00,21:40:00,0.902777778,0.1
10-07-2019,43656.00,21:45:00,0.90625,0.1
10-07-2019,43656.00,21:50:00,0.909722222,0.1
10-07-2019,43656.00,21:55:00,0.913194444,0.1
10-07-2019,43656.00,22:00:00,0.916666667,0.1
10-07-2019,43656.00,22:05:00,0.920138889,0.1
10-07-2019,43656.00,22:10:00,0.923611111,0.1
10-07-2019,43656.00,22:15:00,0.927083333,0.1
10-07-2019,43656.00,22:20:00,0.930555556,0.1
10-07-2019,43656.00,22:25:00,0.934027778,0.1
10-07-2019,43656.00,22:30:00,0.9375,0.1
10-07-2019,43656.00,22:35:00,0.940972222,0.1
10-07-2019,43656.00,22:40:00,0.944444444,0.1
10-07-2019,43656.00,22:45:00,0.947916667,0.1
10-07-2019,43656.00,22:50:00,0.951388889,0.1
10-07-2019,43656.00,22:55:00,0.954861111,0.1
10-07-2019,43656.00,23:00:00,0.958333333,0.1
10-07-2019,43656.00,23:05:00,0.961805556,0.1
10-07-2019,43656.00,23:10:00,0.965277778,0.1
10-07-2019,43656.00,23:15:00,0.96875,0.1
10-07-2019,43656.00,23:20:00,0.972222222,0.1
10-07-2019,43656.00,23:25:00,0.975694444,0.1
10-07-2019,43656.00,23:30:00,0.979166667,0.1
10-07-2019,43656.00,23:35:00,0.982638889,0.1
10-07-2019,43656.00,23:40:00,0.986111111,0.1
10-07-2019,43656.00,23:45:00,0.989583333,0.1
10-07-2019,43656.00,23:50:00,0.993055556,0.1
10-07-2019,43656.00,23:55:00,0.996527778,0.1
11-07-2019,43657.00,19:30:00,0.8125,0.09
11-07-2019,43657.00,19:35:00,0.815972222,0.09
11-07-2019,43657.00,19:40:00,0.819444444,0.09
11-07-2019,43657.00,19:45:00,0.822916667,0.09
11-07-2019,43657.00,19:50:00,0.826388889,0.09
11-07-2019,43657.00,19:55:00,0.829861111,0.09
11-07-2019,43657.00,20:00:00,0.833333333,0.09
11-07-2019,43657.00,20:05:00,0.836805556,0.09
11-07-2019,43657.00,20:10:00,0.840277778,0.09
11-07-2019,43657.00,20:15:00,0.84375,0.09
11-07-2019,43657.00,20:20:00,0.847222222,0.09
11-07-2019,43657.00,20:25:00,0.850694444,0.09
11-07-2019,43657.00,20:30:00,0.854166667,0.09
11-07-2019,43657.00,20:35:00,0.857638889,0.09
11-07-2019,43657.00,20:40:00,0.861111111,0.09
11-07-2019,43657.00,20:45:00,0.864583333,0.09
11-07-2019,43657.00,20:50:00,0.868055556,0.09
11-07-2019,43657.00,20:55:00,0.871527778,0.09
11-07-2019,43657.00,21:00:00,0.875,0.09
11-07-2019,43657.00,21:05:00,0.878472222,0.09
11-07-2019,43657.00,21:10:00,0.881944444,0.09
11-07-2019,43657.00,21:15:00,0.885416667,0.09
11-07-2019,43657.00,21:20:00,0.888888889,0.09
11-07-2019,43657.00,21:25:00,0.892361111,0.09
11-07-2019,43657.00,21:30:00,0.895833333,0.09
11-07-2019,43657.00,21:35:00,0.899305556,0.09
11-07-2019,43657.00,21:40:00,0.902777778,0.09
11-07-2019,43657.00,21:45:00,0.90625,0.09
11-07-2019,43657.00,21:50:00,0.909722222,0.09
11-07-2019,43657.00,21:55:00,0.913194444,0.09
11-07-2019,43657.00,22:00:00,0.916666667,0.09
11-07-2019,43657.00,22:05:00,0.920138889,0.09
11-07-2019,43657.00,22:10:00,0.923611111,0.09
11-07-2019,43657.00,22:15:00,0.927083333,0.09
11-07-2019,43657.00,22:20:00,0.930555556,0.09
11-07-2019,43657.00,22:25:00,0.934027778,0.09
11-07-2019,43657.00,22:30:00,0.9375,0.09
11-07-2019,43657.00,22:35:00,0.940972222,0.09
11-07-2019,43657.00,22:40:00,0.944444444,0.09
11-07-2019,43657.00,22:45:00,0.947916667,0.09
11-07-2019,43657.00,22:50:00,0.951388889,0.09
11-07-2019,43657.00,22:55:00,0.954861111,0.09
11-07-2019,43657.00,23:00:00,0.958333333,0.09
11-07-2019,43657.00,23:05:00,0.961805556,0.09
11-07-2019,43657.00,23:10:00,0.965277778,0.09
11-07-2019,43657.00,23:15:00,0.96875,0.09
11-07-2019,43657.00,23:20:00,0.972222222,0.09
11-07-2019,43657.00,23:25:00,0.975694444,0.09
11-07-2019,43657.00,23:30:00,0.979166667,0.09
11-07-2019,43657.00,23:35:00,0.982638889,0.09
11-07-2019,43657.00,23:40:00,0.986111111,0.09
